"name","rating","reviews_count","description","image","city" 
"Brackenridge Park Golf Course","4.4","(623)","18-hole golf course & hall of fame","","San Antonia"
"Market Square","4.7","(776)","","","San Antonia"
"Government Canyon State Natural Area","4.7","(1,892)","Park with rugged trails & canyon hikes","","San Antonia"
"Main Plaza","","","History, music, and architecture","","San Antonia"
"Pearsall Park","4.6","(3,979)","505 acres with exercise & play equipment","","San Antonia"
"Mitchell Lake Audubon Center","4.6","(177)","Birdwatching, wetland, and nature","","San Antonia"
"Comanche Lookout Park","4.6","(2,293)","Parkland with panoramic views & trails","","San Antonia"
"Mission San Juan","4.7","(1,107)","Walled Spanish mission from the 1700s","","San Antonia"
"Friedrich Wilderness Park","4.8","(2,032)","Natural area with a wide range of trails","","San Antonia"
"San Antonio Natural Bridge Caverns","4.8","(430)","Nature","","San Antonia"
"Mission San Francisco De La Espada Catholic Church","4.8","(917)","Oldest Spanish Colonial mission in Texas","","San Antonia"
"El Mercado Snack Bar","4.4","(118)","","","San Antonia"
"Eisenhower Park","4.8","(1,595)","Picnic areas & 5 miles of hiking trails","","San Antonia"
"O. P. Schnabel Park","4.7","(2,715)","200+ acres with nature trails & more","","San Antonia"
"San Antonio Art League and Museum","4.5","(60)","Museum, art, art museum, and art exhibition","","San Antonia"
"Holocaust Memorial Museum of San Antonio","4.7","(128)","Museum","","San Antonia"
"Guadalupe Dance Company","4.6","(97)","","","San Antonia"
"Alamo City Ghost Tours","4.4","(121)","","","San Antonia"
"Blue Star Arts Complex","4.6","(1,663)","Art and art museum","","San Antonia"
"Denman Estate Park","4.6","(1,543)","Serene setting with a Korean monument","","San Antonia"
"Travis Park","4.3","(4,479)","Downtown community park & picnic spot","","San Antonia"
"Lollypop Carriage Co Inc","4.2","(54)","","","San Antonia"
"Phil Hardberger Park","4.8","(777)","Nature hub with exhibits & picnic areas","","San Antonia"
"Robber Baron Cave","4.5","(134)","Cave and nature","","San Antonia"
"Medina River Natural Area","4.6","(916)","Riverside trails with abundant wildlife","","San Antonia"
"Hot Wells of Bexar County","4.5","(74)","Park","","San Antonia"
"Bracken Cave Preserve (Bat Conservation International Inc)","4.5","(139)","Nature preserve with a huge bat colony","","San Antonia"
"Headwaters Sanctuary","4.5","(49)","Park","","San Antonia"
"Altitude Trampoline Park","4.5","(1,003)","","","San Antonia"
"Iron Rattler","4.8","(74)","Mining-themed coaster with a steep drop","","San Antonia"
"San Antonio Official Visitor Information Center","4.0","(60)","","","San Antonia"
"Ruby City","4.6","(140)","Art","","San Antonia"
"The Amazing Mirror Maze","4.4","(798)","Mazes, mirrors & a laser challenge","","San Antonia"
"The Quarry Golf Course","4.5","(530)","Golf course located in an old quarry","","San Antonia"
"River City Run","4.9","(15)","Running","","San Antonia"
"Arneson River Theatre","4.6","(218)","Historic riverfront performance space","","San Antonia"
"Tower Life Building","4.5","(136)","Gothic revival architecture and architecture","","San Antonia"
"Superman: Krypton Coaster","4.8","(40)","Roller coaster","","San Antonia"
"Cascade Caverns","4.7","(728)","Historic site with cave tours & camping","","San Antonia"
"Goliath","4.6","(75)","Roller coaster","","San Antonia"
"Casa Navarro State Historic Site","4.6","(92)","Adobe homestead of a Tejano statesman","","San Antonia"
"Villa Finale: Museum & Gardens","4.4","(107)","Tours & exhibits in a historic setting","","San Antonia"
"Wave Breaker: The Rescue Coaster","4.5","(27)","Roller coaster","","San Antonia"
"Houston Zoo","4.6","(32,924)","Lions & tigers & bears... and more","","Houston"
"Houston Museum of Natural Science","4.8","(21,716)","Renowned dinosaur hall & butterfly house","","Houston"
"Space Center Houston","4.6","(36,388)","Close-up look at the U.S. Space Program","","Houston"
"The Museum of Fine Arts, Houston","4.7","(8,488)","Complex with a renowned art collection","","Houston"
"The Galleria","4.5","(29,676)","High-end stores, ice-skating & dining","","Houston"
"Children's Museum Houston","4.6","(5,780)","Lively kid haven with hands-on exhibits","","Houston"
"The Menil Collection","4.7","(3,021)","Vast assembly of private art & artifacts","","Houston"
"Minute Maid Park","4.7","(22,967)","Home ballpark of the Houston Astros","","Houston"
"Discovery Green","4.7","(17,957)","Modern park with many activities","","Houston"
"Downtown Aquarium","4.1","(18,867)","Aquatic destination with touch pools","","Houston"
"Hermann Park","4.7","(23,379)","Green space with gardens, golfing & more","","Houston"
"Buffalo Bayou Park","4.7","(4,597)","Houston skyline views, a fountain & more","","Houston"
"Art Car Museum","4.5","(929)","Contemporary art & decorated cars","","Houston"
"Cockrell Butterfly Center","4.8","(1,081)","Rainforest habitat & insect exhibits","","Houston"
"National Museum of Funeral History","4.8","(1,116)","Major collection of funeral memorabilia","","Houston"
"Miller Outdoor Theatre","4.8","(4,836)","Historic amphitheater with free shows","","Houston"
"Holocaust Museum Houston","4.6","(1,660)","Exhibits documenting the Holocaust","","Houston"
"The Health Museum","4.3","(1,856)","Exhibits on health & medical science","","Houston"
"McGovern Centennial Gardens","4.8","(3,917)","Gardens, statues & a panoramic mount","","Houston"
"Waterwall","4.7","(995)","","","Houston"
"Bayou Bend Collection and Gardens","4.5","(720)","American art museum & tranquil gardens","","Houston"
"Houston Arboretum & Nature Center","4.7","(3,001)","Trails & activities in natural setting","","Houston"
"Buffalo Bayou Park Cistern","4.6","(983)","Former reservoir with art installations","","Houston"
"Kemah Boardwalk","4.5","(31,434)","Old-fashioned waterfront amusement park","","Houston"
"Toyota Center","4.6","(9,749)","","","Houston"
"NRG Stadium","4.6","(22,564)","","","Houston"
"NASA Johnson Space Center","4.4","(2,234)","NASA mission control & training facility","","Houston"
"Memorial Park","4.7","(7,960)","1500 acres of wooded recreation areas","","Houston"
"Houston Museum District","","","Hermann Park & major museums","","Houston"
"Gerald D. Hines Waterwall Park","4.7","(6,693)","Green space with cascading water element","","Houston"
"Beer Can House","4.4","(441)","Folk art monument with guided tours","","Houston"
"Contemporary Arts Museum Houston","4.4","(974)","Museum for modern artwork exhibitions","","Houston"
"Rothko Chapel","4.5","(612)","Modern art landmark since 1971","","Houston"
"Market Square Park","4.5","(2,436)","Historic hangout with eats & a dog run","","Houston"
"Houston Graffiti Building","4.7","(2,333)","Structures with elaborate street art","","Houston"
"Lone Star Flight Museum","4.8","(1,762)","Aviation hall of fame & war plane rides","","Houston"
"The Orange Show","4.5","(214)","Seasonal, outfoor folk art installation","","Houston"
"Smither Park","4.7","(1,250)","Small park with whimsical mosaic art","","Houston"
"1940 Air Terminal Museum","4.7","(480)","Art deco museum with aviation exhibits","","Houston"
"Sam Houston Park","4.6","(1,515)","Expansive spot with historic structures","","Houston"
"San Jacinto Museum of History","4.6","(2,274)","Historic Texan artifacts & photos","","Houston"
"Saint Arnold Brewing Company","4.6","(2,645)","","","Houston"
"James Turrell's ""Twilight Epiphany"" Skyspace","4.5","(406)","","","Houston"
"Waugh Drive Bat Colony","4.6","(835)","Sunset spot to view thousands of bats","","Houston"
"The Music Box Theater","4.9","(203)","","","Houston"
"Asia Society Texas Center","4.8","(158)","Art museum, architecture, sculpture, art, and museum","","Houston"
"Battleship Texas","4.7","(2,388)","Veteran vessel open for exploration","","Houston"
"8th Wonder Brewery","4.6","(1,363)","","","Houston"
"Hurricane Harbor Splashtown","4.2","(4,545)","Waterpark with slides, pools & more","","Houston"
"Houston is Inspired Mural","4.6","(201)","Cool wall mural & popular photo backdrop","","Houston"
"Seismique","4.5","(3,205)","High-tech experiential artworks","","Houston"
"Buffalo Soldiers National Museum","4.7","(1,027)","African-American military museum","","Houston"
"The Hobby Center for the Performing Arts","4.7","(3,346)","","","Houston"
"Speedy's Fast Track","4.5","(2,338)","","","Houston"
"House of Blues Houston","4.4","(4,666)","","","Houston"
"The Original Ninfa's on Navigation","4.3","(5,899)","","","Houston"
"iFLY Indoor Skydiving - Houston Memorial","4.6","(1,243)","Parachuting and adventure","","Houston"
"Houston Center for Contemporary Craft","4.6","(213)","Creative exhibits in an unassuming space","","Houston"
"Bayou Place","4.4","(1,172)","","","Houston"
"The Escape Game Houston (Galleria)","5.0","(2,928)","","","Houston"
"JPMorgan Chase Tower","4.1","(487)","","","Houston"
"Houston Marriott Medical Center/Museum District","4.4","(1,791)","","","Houston"
"Graffiti Park","4.7","(1,021)","Buildings with graffiti & street art","","Houston"
"PETE'S DUELING PIANO BAR","4.6","(932)","","","Houston"
"Houston Botanic Garden","4.3","(360)","Garden","","Houston"
"Levy Park","4.8","(4,420)","Mainstay with a playground & dog park","","Houston"
"Lawndale Art Center","4.6","(140)","Art, museum, installation art, and art museum","","Houston"
"Eleanor Tinsley Park","4.7","(4,941)","Park with running trails in a green belt","","Houston"
"Cullen Sculpture Museum","4.6","(464)","Green space with works by master artists","","Houston"
"Lakewood Church","4.6","(4,163)","Evangelical church with weekly services","","Houston"
"Project Row Houses","4.7","(248)","","","Houston"
"San Jacinto Battleground State Historic Site","4.7","(5,278)","Museum & tower marking Texas history","","Houston"
"Buffalo Bayou","4.3","(120)","Park, bats, river, alligators, and landscape architecture","","Houston"
"Buffalo Bayou Partnership","4.5","(45)","Art, history, music, park, and monument","","Houston"
"Sheraton Houston Brookhollow Hotel","4.1","(1,540)","","","Houston"
"Terry Hershey Park","4.7","(3,487)","500-acre park with hike & bike trails","","Houston"
"Hilton Garden Inn Houston/Clear Lake NASA","4.2","(451)","","","Houston"
"Bear Creek Pioneers Park","4.6","(3,330)","Multiuse park with wildlife & trails","","Houston"
"Japanese Garden","4.6","(1,599)","Lush landscaping, ponds & a teahouse","","Houston"
"14 Pews","4.7","(86)","","","Houston"
"Emancipation Park","4.6","(1,533)","Recreation facility dedicated to freedom","","Houston"
"Hilton Houston NASA Clear Lake","4.1","(2,122)","","","Houston"
"Houston Police Department Memorial","4.7","(204)","Park and history","","Houston"
"Congressman Bill Archer Dog Park","4.7","(1,214)","Separate play areas for big & small dogs","","Houston"
"Millie Bush Dog Park","4.7","(1,077)","Small & large dog areas plus 2 ponds","","Houston"
"Johnny Steele Dog Park","4.5","(1,033)","Off leash dog park with a pond","","Houston"
"Mecom Fountain","4.5","(39)","","","Houston"
"Residence Inn by Marriott Houston Northwest/Willowbrook","4.0","(401)","","","Houston"
"AffordableTours.Com","4.8","(1,601)","","","Houston"
"Independence Plaza at Space Center Houston","4.7","(2,033)","Museum","","Houston"
"Galveston","","","Moody Gardens, pier rides & beaches","","Houston"
"Houston Museum of African American Culture","4.4","(474)","Modern museum with art exhibits & films","","Houston"
"Edith L Moore Nature Sanctuary","4.7","(676)","Tranquil 18-acre conserved city forest","","Houston"
"Nature Discovery Center","4.7","(310)","Nature and park","","Houston"
"Williams Tower","4.6","(275)","Architecture","","Houston"
"Old MacDonald's Farm","4.3","(2,061)","Petting zoo & other kids' activities","","Houston"
"Typhoon Texas Waterpark","4.3","(4,932)","Sizable waterpark with serpentine slides","","Houston"
"Mercer Botanic Gardens","4.7","(3,398)","Manicured gardens with native plants","","Houston"
"Blaffer Art Museum","4.3","(155)","Institute of modern & experimental art","","Houston"
"Houston City Tours","4.0","(215)","","","Houston"
"Barton Springs Municipal Pool","4.7","(8,130)","3-acre swimming pool in Zilker Park","","Austin"
"Zilker Metropolitan Park","4.8","(2,516)","Sprawling green space with recreation","","Austin"
"Congress Avenue Bridge","4.5","(3,289)","Bridge known for its large bat colony","","Austin"
"Texas Capitol","4.7","(3,216)","Home to the state legislature","","Austin"
"Blanton Museum of Art","4.6","(2,167)","Art collection of University of Texas","","Austin"
"McKinney Falls State Park","4.6","(5,677)","Open for day & overnight use all year","","Austin"
"Bullock Texas State History Museum","4.7","(5,235)","Exhibits on history & culture of Texas","","Austin"
"Zilker Botanical Garden","4.6","(4,290)","Native & exotic flowers & plants","","Austin"
"Mayfield Park and Nature Preserve","4.7","(2,672)","Serene walking trails & roaming peacocks","","Austin"
"LBJ Presidential Library","4.7","(982)","Exhibits about President Johnson","","Austin"
"Lady Bird Johnson Wildflower Center","4.7","(2,172)","Sprawling gardens & research center","","Austin"
"Lady Bird Lake","4.7","(413)","Serene reservoir for paddling & walks","","Austin"
"Thinkery","4.6","(4,168)","Interactive children's museum","","Austin"
"Austin Nature & Science Center","4.6","(205)","Interactive natural science museum","","Austin"
"Umlauf Sculpture Garden & Museum","4.5","(1,030)","Works of 20th-century American sculptor","","Austin"
"Barton Creek Greenbelt","4.7","(4,194)","Park with biking, swimming & climbing","","Austin"
"Austin Aquarium","4.2","(7,038)","Interactive, kid-friendly sea-life venue","","Austin"
"Mount Bonnell","4.6","(1,332)","High lookout with scenic lake vistas","","Austin"
"Mexic-Arte Museum","4.5","(854)","20th century Mexican art, photos & masks","","Austin"
"Museum of the Weird","4.2","(2,681)","Quirky museum of the odd & paranormal","","Austin"
"Harry Ransom Center","4.7","(114)","Gallery of rare arts & literature","","Austin"
"Austin Duck Adventures","4.6","(749)","","","Austin"
"ACL Live & 3TEN at ACL Live","4.7","(3,000)","","","Austin"
"South Congress Avenue","4.9","(19)","Route through bohemian neighborhood","","Austin"
"Cathedral of Junk","4.4","(671)","Wacky shelter created out of used junk","","Austin"
"West 6th Street","","","Music venue, blues, nightlife, and music","","Austin"
"The Driskill Bar","4.5","(945)","","","Austin"
"Emma Long Metropolitan Park","4.6","(2,373)","City park with picnic & swimming areas","","Austin"
"Lady Bird Lake Hike & Bike Trail","4.7","(170)","Park","","Austin"
"Greetings From Austin Mural","4.6","(1,636)","Huge landmark painting for photo ops","","Austin"
